t,plant,axis,Conc_Nitrates_Soil,Tsoil,mineralisation,nitrates,volume
0,1,MS,320445.72219,19.10000,0.00689,320445.72219,1
1,1,MS,319537.03323,17.90000,0.00628,319537.03323,1
2,1,MS,319174.42228,17.10000,0.00590,319174.42228,1
3,1,MS,318772.26077,16.70000,0.00572,318772.26077,1
4,1,MS,318698.21692,16.50000,0.00563,318698.21692,1
5,1,MS,318556.79804,16.40000,0.00559,318556.79804,1
6,1,MS,318551.58800,16.60000,0.00568,318551.58800,1
7,1,MS,318466.69903,16.90000,0.00581,318466.69903,1
8,1,MS,318457.91612,16.50000,0.00563,318457.91612,1
9,1,MS,318378.98654,15.50000,0.00521,318378.98654,1
10,1,MS,318368.09956,16.30000,0.00554,318368.09956,1
11,1,MS,318266.48574,18.20000,0.00643,318266.48574,1
12,1,MS,318274.72137,17.80000,0.00623,318274.72137,1
13,1,MS,318183.72217,18.70000,0.00668,318183.72217,1
14,1,MS,318202.64815,18.80000,0.00673,318202.64815,1
15,1,MS,318112.29842,19.20000,0.00694,318112.29842,1
16,1,MS,318128.57909,18.80000,0.00673,318128.57909,1
17,1,MS,318040.85825,18.10000,0.00638,318040.85825,1
18,1,MS,318026.49079,16.30000,0.00554,318026.49079,1
19,1,MS,317946.36723,13.80000,0.00455,317946.36723,1
20,1,MS,317899.20704,11.60000,0.00381,317899.20704,1
21,1,MS,317797.71218,12.10000,0.00396,317797.71218,1
22,1,MS,317740.15574,12.00000,0.00393,317740.15574,1
23,1,MS,317643.73488,10.50000,0.00348,317643.73488,1
24,1,MS,317576.75636,10.40000,0.00345,317576.75636,1
25,1,MS,317472.37433,9.70000,0.00326,317472.37433,1
26,1,MS,317403.16338,11.80000,0.00387,317403.16338,1
27,1,MS,317304.65085,9.50000,0.00320,317304.65085,1
28,1,MS,317231.11609,9.20000,0.00313,317231.11609,1
29,1,MS,317067.89029,13.70000,0.00451,317067.89029,1
30,1,MS,317024.56000,14.90000,0.00496,317024.56000,1
31,1,MS,316898.30779,16.10000,0.00546,316898.30779,1
32,1,MS,316919.94721,18.30000,0.00648,316919.94721,1
33,1,MS,316820.98538,19.50000,0.00710,316820.98538,1
34,1,MS,316866.88821,20.30000,0.00755,316866.88821,1
35,1,MS,316759.70152,21.30000,0.00814,316759.70152,1
36,1,MS,316852.71235,22.40000,0.00884,316852.71235,1
37,1,MS,316745.85340,23.00000,0.00924,316745.85340,1
38,1,MS,316848.92889,23.20000,0.00938,316848.92889,1
39,1,MS,316741.95236,22.80000,0.00910,316741.95236,1
40,1,MS,316816.10960,22.00000,0.00858,316816.10960,1
41,1,MS,316712.79777,20.90000,0.00790,316712.79777,1
42,1,MS,316739.90054,19.60000,0.00716,316739.90054,1
43,1,MS,316645.68511,17.40000,0.00604,316645.68511,1
44,1,MS,316625.24976,16.10000,0.00546,316625.24976,1
45,1,MS,316519.30341,15.40000,0.00516,316519.30341,1
46,1,MS,316472.07533,13.20000,0.00433,316472.07533,1
47,1,MS,316349.21203,14.00000,0.00462,316349.21203,1
48,1,MS,316295.43449,13.30000,0.00437,316295.43449,1
49,1,MS,316176.59563,13.00000,0.00426,316176.59563,1
50,1,MS,316116.01459,12.70000,0.00416,316116.01459,1
51,1,MS,315996.70377,12.20000,0.00400,315996.70377,1
52,1,MS,315928.35906,12.00000,0.00393,315928.35906,1
53,1,MS,315796.57008,12.40000,0.00406,315796.57008,1
54,1,MS,315735.73144,13.40000,0.00440,315735.73144,1
55,1,MS,315599.73544,14.00000,0.00462,315599.73544,1
56,1,MS,315556.63738,14.60000,0.00485,315556.63738,1
57,1,MS,315408.00011,16.90000,0.00581,315408.00011,1
58,1,MS,315415.29256,17.70000,0.00618,315415.29256,1
59,1,MS,315303.86309,18.10000,0.00638,315303.86309,1
60,1,MS,315338.61603,19.50000,0.00710,315338.61603,1
61,1,MS,315223.93907,19.80000,0.00727,315223.93907,1
62,1,MS,315266.56924,20.10000,0.00744,315266.56924,1
63,1,MS,315159.67704,19.10000,0.00689,315159.67704,1
64,1,MS,315197.67402,19.90000,0.00732,315197.67402,1
65,1,MS,315092.99788,18.30000,0.00648,315092.99788,1
66,1,MS,315082.54797,17.10000,0.00590,315082.54797,1
67,1,MS,314968.87695,16.30000,0.00554,314968.87695,1
68,1,MS,314936.30212,15.20000,0.00508,314936.30212,1
69,1,MS,314814.33333,15.10000,0.00504,314814.33333,1
70,1,MS,314774.50968,14.70000,0.00489,314774.50968,1
71,1,MS,314649.92993,14.60000,0.00485,314649.92993,1
72,1,MS,314593.94014,13.20000,0.00433,314593.94014,1
73,1,MS,314464.56508,13.20000,0.00433,314464.56508,1
74,1,MS,314400.25564,12.90000,0.00423,314400.25564,1
75,1,MS,314270.74664,12.40000,0.00406,314270.74664,1
76,1,MS,314194.83242,11.70000,0.00384,314194.83242,1
77,1,MS,314057.73683,11.60000,0.00381,314057.73683,1
78,1,MS,313975.16560,11.70000,0.00384,313975.16560,1
79,1,MS,313828.15663,11.90000,0.00390,313828.15663,1
80,1,MS,313746.24546,12.30000,0.00403,313746.24546,1
81,1,MS,313594.54689,12.60000,0.00413,313594.54689,1
82,1,MS,313519.58824,13.10000,0.00430,313519.58824,1
83,1,MS,313362.02534,13.90000,0.00458,313362.02534,1
84,1,MS,313317.52205,15.00000,0.00500,313317.52205,1
85,1,MS,313173.16211,15.70000,0.00529,313173.16211,1
86,1,MS,313146.46888,15.90000,0.00537,313146.46888,1
87,1,MS,313013.55417,16.20000,0.00550,313013.55417,1
88,1,MS,312991.53612,16.20000,0.00550,312991.53612,1
89,1,MS,312864.46905,16.20000,0.00550,312864.46905,1
90,1,MS,312832.05711,15.40000,0.00516,312832.05711,1
91,1,MS,312719.60136,13.60000,0.00447,312719.60136,1
92,1,MS,312671.81258,14.10000,0.00466,312671.81258,1
93,1,MS,312540.98452,14.00000,0.00462,312540.98452,1
94,1,MS,312475.91397,12.70000,0.00416,312475.91397,1
95,1,MS,312348.27900,11.80000,0.00387,312348.27900,1
96,1,MS,312264.51284,10.50000,0.00348,312264.51284,1
97,1,MS,312109.70522,11.60000,0.00381,312109.70522,1
98,1,MS,312019.76259,12.10000,0.00396,312019.76259,1
99,1,MS,311862.62678,12.10000,0.00396,311862.62678,1
100,1,MS,311778.16655,12.50000,0.00409,311778.16655,1
101,1,MS,311612.72090,13.30000,0.00437,311612.72090,1
102,1,MS,311567.13657,15.20000,0.00508,311567.13657,1
103,1,MS,311390.09880,18.00000,0.00633,311390.09880,1
104,1,MS,311453.02726,19.80000,0.00727,311453.02726,1
105,1,MS,311346.94284,19.00000,0.00684,311346.94284,1
106,1,MS,311401.08741,20.70000,0.00778,311401.08741,1
107,1,MS,311267.25425,20.70000,0.00778,311267.25425,1
108,1,MS,311328.00415,20.70000,0.00778,311328.00415,1
109,1,MS,311199.36811,20.30000,0.00755,311199.36811,1
110,1,MS,311225.06460,19.30000,0.00700,311225.06460,1
111,1,MS,311092.44538,18.90000,0.00678,311092.44538,1
112,1,MS,311116.42270,19.00000,0.00684,311116.42270,1
113,1,MS,310984.55601,18.70000,0.00668,310984.55601,1
114,1,MS,310988.27960,18.00000,0.00633,310988.27960,1
115,1,MS,310861.90735,16.90000,0.00581,310861.90735,1
116,1,MS,310831.94037,15.80000,0.00533,310831.94037,1
117,1,MS,310704.14574,14.80000,0.00492,310704.14574,1
118,1,MS,310638.32197,12.50000,0.00409,310638.32197,1
119,1,MS,310493.09470,12.70000,0.00416,310493.09470,1
120,1,MS,310448.74709,15.20000,0.00508,310448.74709,1
121,1,MS,310302.41451,15.20000,0.00508,310302.41451,1
122,1,MS,310272.46497,15.90000,0.00537,310272.46497,1
123,1,MS,310144.03260,14.80000,0.00492,310144.03260,1
124,1,MS,310101.53258,14.90000,0.00496,310101.53258,1
125,1,MS,309953.62113,15.40000,0.00516,309953.62113,1
126,1,MS,309923.75610,15.90000,0.00537,309923.75610,1
127,1,MS,309756.46820,17.90000,0.00628,309756.46820,1
128,1,MS,309778.64453,18.50000,0.00658,309778.64453,1
129,1,MS,309636.55356,19.10000,0.00689,309636.55356,1
130,1,MS,309623.87797,17.10000,0.00590,309623.87797,1
131,1,MS,309475.85234,17.50000,0.00609,309475.85234,1
132,1,MS,309498.69260,18.70000,0.00668,309498.69260,1
133,1,MS,309358.52520,19.00000,0.00684,309358.52520,1
134,1,MS,309385.73612,19.10000,0.00689,309385.73612,1
135,1,MS,309234.79164,19.70000,0.00721,309234.79164,1
136,1,MS,309287.34075,20.10000,0.00744,309287.34075,1
137,1,MS,309140.47336,20.50000,0.00767,309140.47336,1
138,1,MS,309181.40750,19.80000,0.00727,309181.40750,1
139,1,MS,309061.27229,17.30000,0.00599,309061.27229,1
140,1,MS,309051.99710,17.40000,0.00604,309051.99710,1
141,1,MS,308911.11665,16.80000,0.00577,308911.11665,1
142,1,MS,308868.63779,15.00000,0.00500,308868.63779,1
143,1,MS,308719.48085,15.00000,0.00500,308719.48085,1
144,1,MS,308665.05483,14.30000,0.00473,308665.05483,1
145,1,MS,308517.49768,13.80000,0.00455,308517.49768,1
146,1,MS,308450.65385,13.50000,0.00444,308450.65385,1
147,1,MS,308287.05810,13.90000,0.00458,308287.05810,1
148,1,MS,308229.90687,14.50000,0.00481,308229.90687,1
149,1,MS,308065.17191,15.00000,0.00500,308065.17191,1
150,1,MS,308053.99417,17.00000,0.00586,308053.99417,1
151,1,MS,307878.55430,19.10000,0.00689,307878.55430,1
152,1,MS,307896.37383,18.50000,0.00658,307896.37383,1
153,1,MS,307745.01449,19.00000,0.00684,307745.01449,1
154,1,MS,307781.42871,19.40000,0.00705,307781.42871,1
155,1,MS,307610.16853,21.10000,0.00802,307610.16853,1
156,1,MS,307712.50045,21.60000,0.00833,307712.50045,1
157,1,MS,307547.12667,22.80000,0.00910,307547.12667,1
158,1,MS,307684.77496,23.00000,0.00924,307684.77496,1
159,1,MS,307519.20294,23.30000,0.00945,307519.20294,1
160,1,MS,307672.75891,23.50000,0.00959,307672.75891,1
161,1,MS,307529.79492,21.60000,0.00833,307529.79492,1
162,1,MS,307604.43444,21.30000,0.00814,307604.43444,1
163,1,MS,307461.56909,19.30000,0.00700,307461.56909,1
164,1,MS,307473.75588,18.60000,0.00663,307473.75588,1
165,1,MS,307318.04059,18.10000,0.00638,307318.04059,1
166,1,MS,307301.88201,17.00000,0.00586,307301.88201,1
167,1,MS,307171.20649,14.50000,0.00481,307171.20649,1
168,1,MS,307093.65684,11.80000,0.00387,307093.65684,1
169,1,MS,306928.59183,12.10000,0.00396,306928.59183,1
170,1,MS,306830.94635,12.10000,0.00396,306830.94635,1
171,1,MS,306637.44815,12.80000,0.00420,306637.44815,1
172,1,MS,306537.13348,12.60000,0.00413,306537.13348,1
173,1,MS,306261.85331,17.10000,0.00590,306261.85331,1
174,1,MS,306326.80784,19.30000,0.00700,306326.80784,1
175,1,MS,306146.66009,22.30000,0.00877,306146.66009,1
176,1,MS,306283.87167,22.70000,0.00904,306283.87167,1
177,1,MS,306090.96670,24.50000,0.01031,306090.96670,1
178,1,MS,306389.07464,27.10000,0.01240,306389.07464,1
179,1,MS,306147.24536,28.60000,0.01374,306147.24536,1
180,1,MS,306485.50346,29.70000,0.01479,306485.50346,1
181,1,MS,306201.11058,29.40000,0.01450,306201.11058,1
182,1,MS,306570.22998,30.50000,0.01558,306570.22998,1
183,1,MS,306263.33587,30.00000,0.01508,306263.33587,1
184,1,MS,306615.99090,28.40000,0.01356,306615.99090,1
185,1,MS,306400.23291,26.80000,0.01214,306400.23291,1
186,1,MS,306624.41804,25.30000,0.01092,306624.41804,1
187,1,MS,306450.36153,23.00000,0.00924,306450.36153,1
188,1,MS,306550.32069,21.90000,0.00852,306550.32069,1
189,1,MS,306379.93559,20.60000,0.00772,306379.93559,1
190,1,MS,306441.35461,20.40000,0.00761,306441.35461,1
191,1,MS,306268.17002,19.80000,0.00727,306268.17002,1
192,1,MS,306207.15490,14.00000,0.00462,306207.15490,1
193,1,MS,306015.84133,14.90000,0.00496,306015.84133,1
194,1,MS,305923.80267,12.60000,0.00413,305923.80267,1
195,1,MS,305757.99572,10.90000,0.00360,305757.99572,1
196,1,MS,305646.91310,11.70000,0.00384,305646.91310,1
197,1,MS,305391.93481,14.50000,0.00481,305391.93481,1
198,1,MS,305366.72802,16.80000,0.00577,305366.72802,1
199,1,MS,305168.61108,17.70000,0.00618,305168.61108,1
200,1,MS,305204.98704,19.00000,0.00684,305204.98704,1
201,1,MS,305018.62787,19.70000,0.00721,305018.62787,1
202,1,MS,305096.02697,20.60000,0.00772,305096.02697,1
203,1,MS,304897.58435,21.60000,0.00833,304897.58435,1
204,1,MS,305039.10802,22.40000,0.00884,305039.10802,1
205,1,MS,304838.56536,23.00000,0.00924,304838.56536,1
206,1,MS,304990.99247,22.90000,0.00917,304990.99247,1
207,1,MS,304786.99713,23.20000,0.00938,304786.99713,1
208,1,MS,304915.23671,22.30000,0.00877,304915.23671,1
209,1,MS,304720.92951,22.00000,0.00858,304720.92951,1
210,1,MS,304763.47189,19.80000,0.00727,304763.47189,1
211,1,MS,304601.82040,17.30000,0.00599,304601.82040,1
212,1,MS,304556.12738,15.60000,0.00525,304556.12738,1
213,1,MS,304363.70330,15.60000,0.00525,304363.70330,1
214,1,MS,304309.85394,15.30000,0.00512,304309.85394,1
215,1,MS,304129.68661,14.30000,0.00473,304129.68661,1
216,1,MS,304019.62380,8.90000,0.00305,304019.62380,1
217,1,MS,303844.65783,8.40000,0.00292,303844.65783,1
218,1,MS,303699.15453,7.50000,0.00271,303699.15453,1
219,1,MS,303498.04866,7.20000,0.00264,303498.04866,1
220,1,MS,303321.51610,7.90000,0.00280,303321.51610,1
221,1,MS,303048.12605,9.50000,0.00320,303048.12605,1
222,1,MS,302849.71198,10.90000,0.00360,302849.71198,1
223,1,MS,302543.42415,11.80000,0.00387,302543.42415,1
224,1,MS,302374.81676,12.70000,0.00416,302374.81676,1
225,1,MS,302058.50271,14.40000,0.00477,302058.50271,1
226,1,MS,301952.35248,14.50000,0.00481,301952.35248,1
227,1,MS,301674.48881,16.50000,0.00563,301674.48881,1
228,1,MS,301683.33590,17.90000,0.00628,301683.33590,1
229,1,MS,301483.49848,18.60000,0.00663,301483.49848,1
230,1,MS,301516.91207,19.10000,0.00689,301516.91207,1
231,1,MS,301315.93054,19.50000,0.00710,301315.93054,1
232,1,MS,301339.96099,18.90000,0.00678,301339.96099,1
233,1,MS,301154.54421,18.00000,0.00633,301154.54421,1
234,1,MS,301121.99873,16.50000,0.00563,301121.99873,1
235,1,MS,300970.30675,13.00000,0.00426,300970.30675,1
236,1,MS,300874.20443,12.10000,0.00396,300874.20443,1
237,1,MS,300681.08056,11.60000,0.00381,300681.08056,1
238,1,MS,300551.66930,10.90000,0.00360,300551.66930,1
239,1,MS,300332.21754,10.80000,0.00357,300332.21754,1
240,1,MS,300189.02350,11.80000,0.00387,300189.02350,1
241,1,MS,299953.83507,11.40000,0.00375,299953.83507,1
242,1,MS,299804.11271,11.30000,0.00371,299804.11271,1
243,1,MS,299571.44765,10.70000,0.00354,299571.44765,1
244,1,MS,299414.14637,10.90000,0.00360,299414.14637,1
245,1,MS,299123.63758,12.80000,0.00420,299123.63758,1
246,1,MS,299020.87638,14.80000,0.00492,299020.87638,1
247,1,MS,298762.29444,15.60000,0.00525,298762.29444,1
248,1,MS,298812.25873,19.00000,0.00684,298812.25873,1
249,1,MS,298614.76709,19.60000,0.00716,298614.76709,1
250,1,MS,298689.25625,20.50000,0.00767,298689.25625,1
251,1,MS,298487.80170,20.10000,0.00744,298487.80170,1
252,1,MS,298439.94327,15.70000,0.00529,298439.94327,1
253,1,MS,298162.62028,19.30000,0.00700,298162.62028,1
254,1,MS,298182.54771,18.40000,0.00653,298182.54771,1
255,1,MS,297959.40134,19.70000,0.00721,297959.40134,1
256,1,MS,297985.43274,18.90000,0.00678,297985.43274,1
257,1,MS,297794.37907,17.80000,0.00623,297794.37907,1
258,1,MS,297759.71630,16.50000,0.00563,297759.71630,1
259,1,MS,297563.09597,15.50000,0.00521,297563.09597,1
260,1,MS,297491.66238,14.50000,0.00481,297491.66238,1
261,1,MS,297293.49045,13.60000,0.00447,297293.49045,1
262,1,MS,297178.97880,11.90000,0.00390,297178.97880,1
263,1,MS,296972.73938,11.00000,0.00362,296972.73938,1
264,1,MS,296829.63709,10.80000,0.00357,296829.63709,1
265,1,MS,296599.26218,10.40000,0.00345,296599.26218,1
266,1,MS,296437.95812,10.90000,0.00360,296437.95812,1
267,1,MS,296193.77287,10.30000,0.00342,296193.77287,1
268,1,MS,296026.30792,11.30000,0.00371,296026.30792,1
269,1,MS,295726.89257,12.70000,0.00416,295726.89257,1
270,1,MS,295607.66636,14.40000,0.00477,295607.66636,1
271,1,MS,295330.43708,15.20000,0.00508,295330.43708,1
272,1,MS,295383.86442,19.00000,0.00684,295383.86442,1
273,1,MS,295169.61202,20.00000,0.00738,295169.61202,1
274,1,MS,295266.08768,21.00000,0.00796,295266.08768,1
275,1,MS,295022.51114,22.50000,0.00890,295022.51114,1
276,1,MS,295176.23862,22.40000,0.00884,295176.23862,1
277,1,MS,294933.16976,23.30000,0.00945,294933.16976,1
278,1,MS,295119.48224,23.30000,0.00945,295119.48224,1
279,1,MS,294854.84275,24.60000,0.01038,294854.84275,1
280,1,MS,295065.08434,23.80000,0.00980,295065.08434,1
281,1,MS,294836.28126,22.90000,0.00917,294836.28126,1
282,1,MS,294919.05094,21.00000,0.00796,294919.05094,1
283,1,MS,294705.25451,19.60000,0.00716,294705.25451,1
284,1,MS,294752.70851,19.70000,0.00721,294752.70851,1
285,1,MS,294523.55271,19.80000,0.00727,294523.55271,1
286,1,MS,294518.58302,17.90000,0.00628,294518.58302,1
287,1,MS,294293.52678,17.80000,0.00623,294293.52678,1
288,1,MS,294292.47925,17.90000,0.00628,294292.47925,1
289,1,MS,294093.54507,16.40000,0.00559,294093.54507,1
290,1,MS,294051.88806,16.30000,0.00554,294051.88806,1
291,1,MS,293823.55214,16.30000,0.00554,293823.55214,1
292,1,MS,293794.15714,16.80000,0.00577,293794.15714,1
293,1,MS,293551.67904,17.60000,0.00614,293551.67904,1
294,1,MS,293601.88504,19.30000,0.00700,293601.88504,1
295,1,MS,293381.38164,19.20000,0.00694,293381.38164,1
296,1,MS,293518.74363,21.70000,0.00839,293518.74363,1
297,1,MS,293280.13642,21.90000,0.00852,293280.13642,1
298,1,MS,293430.15196,22.30000,0.00877,293430.15196,1
299,1,MS,293149.58550,23.90000,0.00987,293149.58550,1
300,1,MS,293356.50026,23.40000,0.00952,293356.50026,1
301,1,MS,293120.57308,22.40000,0.00884,293120.57308,1
302,1,MS,293160.16919,19.70000,0.00721,293160.16919,1
303,1,MS,292952.42161,17.40000,0.00604,292952.42161,1
304,1,MS,292928.58737,17.20000,0.00595,292928.58737,1
305,1,MS,292673.39524,18.10000,0.00638,292673.39524,1
306,1,MS,292663.71065,17.60000,0.00614,292663.71065,1
307,1,MS,292455.64169,16.10000,0.00546,292455.64169,1
308,1,MS,292405.27478,16.00000,0.00541,292405.27478,1
309,1,MS,292175.85356,15.50000,0.00521,292175.85356,1
310,1,MS,292106.84365,15.20000,0.00508,292106.84365,1
311,1,MS,291787.40209,18.60000,0.00663,291787.40209,1
312,1,MS,291665.93725,12.50000,0.00409,291665.93725,1
313,1,MS,291413.49776,12.50000,0.00409,291413.49776,1
314,1,MS,291273.26032,12.60000,0.00413,291273.26032,1
315,1,MS,291023.38867,11.60000,0.00381,291023.38867,1
316,1,MS,290879.10794,12.70000,0.00416,290879.10794,1
317,1,MS,290588.74346,13.30000,0.00437,290588.74346,1
318,1,MS,290472.94176,14.20000,0.00469,290472.94176,1
319,1,MS,290199.93614,14.30000,0.00473,290199.93614,1
320,1,MS,290085.20297,13.70000,0.00451,290085.20297,1
321,1,MS,289774.39646,15.60000,0.00525,289774.39646,1
322,1,MS,289725.41251,16.30000,0.00554,289725.41251,1
323,1,MS,289466.43940,16.80000,0.00577,289466.43940,1
324,1,MS,289451.88467,17.40000,0.00604,289451.88467,1
325,1,MS,289199.43321,17.80000,0.00623,289199.43321,1
326,1,MS,289209.79260,18.30000,0.00648,289209.79260,1
327,1,MS,288999.98119,16.50000,0.00563,288999.98119,1
328,1,MS,288998.80307,18.00000,0.00633,288998.80307,1
329,1,MS,288806.09985,15.00000,0.00500,288806.09985,1
330,1,MS,288726.44623,14.50000,0.00481,288726.44623,1
331,1,MS,288489.45740,14.10000,0.00466,288489.45740,1
332,1,MS,288377.65521,13.40000,0.00440,288377.65521,1
333,1,MS,288124.71085,13.10000,0.00430,288124.71085,1
334,1,MS,288005.61770,13.60000,0.00447,288005.61770,1
335,1,MS,287736.30036,13.60000,0.00447,287736.30036,1
336,1,MS,287639.33060,14.60000,0.00485,287639.33060,1
337,1,MS,287370.31616,14.80000,0.00492,287370.31616,1
338,1,MS,287261.16751,13.80000,0.00455,287261.16751,1
339,1,MS,286999.23781,13.70000,0.00451,286999.23781,1
340,1,MS,286904.98934,14.60000,0.00485,286904.98934,1
341,1,MS,286579.16335,17.30000,0.00599,286579.16335,1
342,1,MS,286635.56309,19.10000,0.00689,286635.56309,1
343,1,MS,286358.74943,21.10000,0.00802,286358.74943,1
344,1,MS,286572.73476,23.00000,0.00924,286572.73476,1
345,1,MS,286262.32016,25.10000,0.01077,286262.32016,1
346,1,MS,286557.43664,25.10000,0.01077,286557.43664,1
347,1,MS,286214.46691,26.70000,0.01206,286214.46691,1
348,1,MS,286560.81204,26.20000,0.01164,286560.81204,1
349,1,MS,286202.24657,27.30000,0.01257,286202.24657,1
350,1,MS,286617.23456,27.80000,0.01301,286617.23456,1
351,1,MS,286328.02654,24.30000,0.01016,286328.02654,1
352,1,MS,286568.00141,24.10000,0.01002,286568.00141,1
353,1,MS,286275.84280,23.60000,0.00966,286275.84280,1
354,1,MS,286336.36707,20.20000,0.00749,286336.36707,1
355,1,MS,286092.35091,18.60000,0.00663,286092.35091,1
356,1,MS,286090.64414,18.10000,0.00638,286090.64414,1
357,1,MS,285822.61996,18.20000,0.00643,285822.61996,1
358,1,MS,285812.54259,17.70000,0.00618,285812.54259,1
359,1,MS,285601.55507,15.00000,0.00500,285601.55507,1
360,1,MS,285481.48300,12.20000,0.00400,285481.48300,1
361,1,MS,285224.69270,12.00000,0.00393,285224.69270,1
362,1,MS,285065.70943,11.90000,0.00390,285065.70943,1
363,1,MS,284781.64069,11.50000,0.00378,284781.64069,1
364,1,MS,284597.96516,11.00000,0.00362,284597.96516,1
365,1,MS,284249.93165,12.60000,0.00413,284249.93165,1
366,1,MS,284072.01030,12.90000,0.00423,284072.01030,1
367,1,MS,283705.70301,14.30000,0.00473,283705.70301,1
368,1,MS,283630.08779,15.90000,0.00537,283630.08779,1
369,1,MS,283311.43769,17.40000,0.00604,283311.43769,1
370,1,MS,283324.95701,18.20000,0.00643,283324.95701,1
371,1,MS,283028.16622,19.90000,0.00732,283028.16622,1
372,1,MS,283147.20126,20.90000,0.00790,283147.20126,1
373,1,MS,282872.27953,21.10000,0.00802,282872.27953,1
374,1,MS,283004.74292,21.60000,0.00833,283004.74292,1
375,1,MS,282696.04466,22.70000,0.00904,282696.04466,1
376,1,MS,282844.79466,21.90000,0.00852,282844.79466,1
377,1,MS,282561.10913,21.70000,0.00839,282561.10913,1
378,1,MS,282646.27300,20.60000,0.00772,282646.27300,1
379,1,MS,282409.70161,18.20000,0.00643,282409.70161,1
380,1,MS,282357.01545,16.20000,0.00550,282357.01545,1
381,1,MS,282090.40089,15.90000,0.00537,282090.40089,1
382,1,MS,282022.25677,15.60000,0.00525,282022.25677,1
383,1,MS,281753.91436,15.30000,0.00512,281753.91436,1
384,1,MS,281809.68172,19.20000,0.00694,281809.68172,1
385,1,MS,281546.90812,19.00000,0.00684,281546.90812,1
386,1,MS,281551.23270,18.30000,0.00648,281551.23270,1
387,1,MS,281281.22579,17.90000,0.00628,281281.22579,1
388,1,MS,281264.19378,17.50000,0.00609,281264.19378,1
389,1,MS,280965.72969,18.50000,0.00658,280965.72969,1
390,1,MS,281040.50921,19.80000,0.00727,281040.50921,1
391,1,MS,280701.49530,22.50000,0.00890,280701.49530,1
392,1,MS,281071.66982,25.20000,0.01084,281071.66982,1
393,1,MS,280688.37425,27.40000,0.01266,280688.37425,1
394,1,MS,281136.92512,28.50000,0.01365,281136.92512,1
395,1,MS,280649.64008,29.50000,0.01459,280649.64008,1
396,1,MS,281152.62335,30.10000,0.01518,281152.62335,1
397,1,MS,280598.20922,30.80000,0.01588,280598.20922,1
398,1,MS,281096.41949,31.00000,0.01608,281096.41949,1
399,1,MS,280507.94260,31.10000,0.01619,280507.94260,1
400,1,MS,281032.87476,29.90000,0.01498,281032.87476,1
