t,plant,axis,Conc_Nitrates_Soil,Tsoil,mineralisation,nitrates,volume
802,1,MS,243757.58697,19.40000,0.00705,243757.58697,1
803,1,MS,243685.37090,19.20000,0.00694,243685.37090,1
804,1,MS,243709.69609,19.60000,0.00716,243709.69609,1
805,1,MS,243633.55432,19.90000,0.00732,243633.55432,1
806,1,MS,243674.15534,20.90000,0.00790,243674.15534,1
807,1,MS,243598.13625,20.70000,0.00778,243598.13625,1
808,1,MS,243624.80351,20.00000,0.00738,243624.80351,1
809,1,MS,243549.42907,19.80000,0.00727,243549.42907,1
810,1,MS,243565.12688,18.80000,0.00673,243565.12688,1
811,1,MS,243497.17365,17.70000,0.00618,243497.17365,1
812,1,MS,243490.72009,15.90000,0.00537,243490.72009,1
813,1,MS,243421.45482,15.60000,0.00525,243421.45482,1
814,1,MS,243405.26409,14.00000,0.00462,243405.26409,1
815,1,MS,243325.15144,15.70000,0.00529,243325.15144,1
816,1,MS,243315.12252,14.90000,0.00496,243315.12252,1
817,1,MS,243247.23430,14.60000,0.00485,243247.23430,1
818,1,MS,243231.51398,14.10000,0.00466,243231.51398,1
819,1,MS,243161.73176,14.00000,0.00462,243161.73176,1
820,1,MS,243149.58153,14.60000,0.00485,243149.58153,1
821,1,MS,243063.61715,17.10000,0.00590,243063.61715,1
822,1,MS,243095.70584,19.30000,0.00700,243095.70584,1
823,1,MS,243005.25163,21.70000,0.00839,243005.25163,1
824,1,MS,243092.33231,23.80000,0.00980,243092.33231,1
825,1,MS,242980.66275,25.40000,0.01100,242980.66275,1
826,1,MS,243113.86195,27.00000,0.01231,243113.86195,1
827,1,MS,242972.57838,28.10000,0.01328,242972.57838,1
828,1,MS,243130.58404,29.00000,0.01412,243130.58404,1
829,1,MS,242954.96323,29.80000,0.01489,242954.96323,1
830,1,MS,243131.03457,30.20000,0.01528,243131.03457,1
831,1,MS,242938.16211,29.90000,0.01498,242938.16211,1
832,1,MS,243129.09973,29.80000,0.01489,243129.09973,1
833,1,MS,242949.76294,28.20000,0.01338,242949.76294,1
834,1,MS,243117.84680,26.90000,0.01223,243117.84680,1
835,1,MS,242986.33911,24.20000,0.01009,242986.33911,1
836,1,MS,243050.89191,21.90000,0.00852,243050.89191,1
837,1,MS,242936.60633,20.90000,0.00790,242936.60633,1
838,1,MS,242973.81449,20.00000,0.00738,242973.81449,1
839,1,MS,242869.21639,19.10000,0.00689,242869.21639,1
840,1,MS,242902.48325,19.60000,0.00716,242902.48325,1
841,1,MS,242788.36754,20.30000,0.00755,242788.36754,1
842,1,MS,242836.98916,20.50000,0.00767,242836.98916,1
843,1,MS,242732.94306,20.00000,0.00738,242732.94306,1
844,1,MS,242771.15552,20.10000,0.00744,242771.15552,1
845,1,MS,242661.70620,20.40000,0.00761,242661.70620,1
846,1,MS,242726.17029,21.50000,0.00827,242726.17029,1
847,1,MS,242610.08125,22.10000,0.00864,242610.08125,1
848,1,MS,242688.86620,22.50000,0.00890,242688.86620,1
849,1,MS,242559.69294,24.00000,0.00994,242559.69294,1
850,1,MS,242702.73005,25.70000,0.01124,242702.73005,1
851,1,MS,242555.45426,26.40000,0.01181,242555.45426,1
852,1,MS,242704.07497,26.30000,0.01172,242704.07497,1
853,1,MS,242548.17560,26.80000,0.01214,242548.17560,1
854,1,MS,242716.11481,27.20000,0.01249,242716.11481,1
855,1,MS,242564.45115,26.20000,0.01164,242564.45115,1
856,1,MS,242719.04539,26.40000,0.01181,242719.04539,1
857,1,MS,242570.16036,25.20000,0.01084,242570.16036,1
858,1,MS,242675.13886,23.70000,0.00973,242675.13886,1
859,1,MS,242551.85202,22.20000,0.00871,242551.85202,1
860,1,MS,242592.54627,20.30000,0.00755,242592.54627,1
861,1,MS,242493.54673,18.20000,0.00643,242493.54673,1
862,1,MS,242495.66235,17.20000,0.00595,242495.66235,1
863,1,MS,242397.18610,16.80000,0.00577,242397.18610,1
864,1,MS,242368.62482,13.10000,0.00430,242368.62482,1
865,1,MS,242279.50704,12.80000,0.00420,242279.50704,1
866,1,MS,242250.24835,12.80000,0.00420,242250.24835,1
867,1,MS,242169.07122,12.00000,0.00393,242169.07122,1
868,1,MS,242131.68926,11.50000,0.00378,242131.68926,1
869,1,MS,242032.42839,13.40000,0.00440,242032.42839,1
870,1,MS,242019.81065,14.40000,0.00477,242019.81065,1
871,1,MS,241939.41475,15.40000,0.00516,241939.41475,1
872,1,MS,241938.30378,16.20000,0.00550,241938.30378,1
873,1,MS,241847.63656,18.40000,0.00653,241847.63656,1
874,1,MS,241863.07132,18.20000,0.00643,241863.07132,1
875,1,MS,241774.81246,19.60000,0.00716,241774.81246,1
876,1,MS,241813.31872,20.40000,0.00761,241813.31872,1
877,1,MS,241722.67104,20.40000,0.00761,241722.67104,1
878,1,MS,241778.75691,21.70000,0.00839,241778.75691,1
879,1,MS,241684.68933,20.90000,0.00790,241684.68933,1
880,1,MS,241719.74044,20.30000,0.00755,241719.74044,1
881,1,MS,241629.38467,19.50000,0.00710,241629.38467,1
882,1,MS,241635.20068,17.60000,0.00614,241635.20068,1
883,1,MS,241552.59392,17.10000,0.00590,241552.59392,1
884,1,MS,241548.88173,16.20000,0.00550,241548.88173,1
885,1,MS,241464.40655,17.00000,0.00586,241464.40655,1
886,1,MS,241466.32492,16.70000,0.00572,241466.32492,1
887,1,MS,241409.98434,13.30000,0.00437,241409.98434,1
888,1,MS,241388.52739,13.10000,0.00430,241388.52739,1
889,1,MS,241321.69700,12.50000,0.00409,241321.69700,1
890,1,MS,241293.62630,11.80000,0.00387,241293.62630,1
891,1,MS,241226.83244,11.50000,0.00378,241226.83244,1
892,1,MS,241206.96475,12.90000,0.00423,241206.96475,1
893,1,MS,241136.31691,14.40000,0.00477,241136.31691,1
894,1,MS,241145.17893,17.00000,0.00586,241145.17893,1
895,1,MS,241079.55910,18.20000,0.00643,241079.55910,1
896,1,MS,241096.07855,18.90000,0.00678,241096.07855,1
897,1,MS,241025.13472,19.20000,0.00694,241025.13472,1
898,1,MS,241052.99518,20.00000,0.00738,241052.99518,1
899,1,MS,240978.11683,20.10000,0.00744,240978.11683,1
900,1,MS,241017.90188,21.10000,0.00802,241017.90188,1
901,1,MS,240931.24096,22.20000,0.00871,240931.24096,1
902,1,MS,240986.17531,22.40000,0.00884,240986.17531,1
903,1,MS,240895.59071,20.90000,0.00790,240895.59071,1
904,1,MS,240923.36726,20.00000,0.00738,240923.36726,1
905,1,MS,240807.63584,21.60000,0.00833,240807.63584,1
906,1,MS,240841.34976,19.90000,0.00732,240841.34976,1
907,1,MS,240756.54615,17.20000,0.00595,240756.54615,1
908,1,MS,240735.17224,14.50000,0.00481,240735.17224,1
909,1,MS,240640.55449,14.00000,0.00462,240640.55449,1
910,1,MS,240611.69799,13.40000,0.00440,240611.69799,1
911,1,MS,240523.44927,11.80000,0.00387,240523.44927,1
912,1,MS,240482.69815,12.20000,0.00400,240482.69815,1
913,1,MS,240384.66422,11.10000,0.00365,240384.66422,1
914,1,MS,240330.82094,11.00000,0.00362,240330.82094,1
915,1,MS,240216.17891,11.00000,0.00362,240216.17891,1
916,1,MS,240165.74851,11.90000,0.00390,240165.74851,1
917,1,MS,240016.06038,14.70000,0.00489,240016.06038,1
918,1,MS,240023.04516,16.50000,0.00563,240023.04516,1
919,1,MS,239887.76995,19.10000,0.00689,239887.76995,1
920,1,MS,239925.67274,19.40000,0.00705,239925.67274,1
921,1,MS,239767.71012,22.00000,0.00858,239767.71012,1
922,1,MS,239910.41287,24.00000,0.00994,239910.41287,1
923,1,MS,239734.63957,24.90000,0.01061,239734.63957,1
924,1,MS,239844.75504,23.30000,0.00945,239844.75504,1
925,1,MS,239647.46411,24.90000,0.01061,239647.46411,1
926,1,MS,239826.13034,25.20000,0.01084,239826.13034,1
927,1,MS,239644.29751,24.20000,0.01009,239644.29751,1
928,1,MS,239766.90129,23.40000,0.00952,239766.90129,1
929,1,MS,239607.59000,21.40000,0.00820,239607.59000,1
930,1,MS,239662.38107,20.50000,0.00767,239662.38107,1
931,1,MS,239515.60869,18.80000,0.00673,239515.60869,1
932,1,MS,239546.94170,19.10000,0.00689,239546.94170,1
933,1,MS,239393.59840,18.50000,0.00658,239393.59840,1
934,1,MS,239398.64118,17.50000,0.00609,239398.64118,1
935,1,MS,239239.29472,17.90000,0.00628,239239.29472,1
936,1,MS,239204.52250,14.30000,0.00473,239204.52250,1
937,1,MS,239054.42429,14.60000,0.00485,239054.42429,1
938,1,MS,239024.67997,14.60000,0.00485,239024.67997,1
939,1,MS,238882.09188,14.40000,0.00477,238882.09188,1
940,1,MS,238850.66086,14.50000,0.00481,238850.66086,1
941,1,MS,238698.71611,15.00000,0.00500,238698.71611,1
942,1,MS,238700.55118,16.80000,0.00577,238700.55118,1
943,1,MS,238547.37585,17.20000,0.00595,238547.37585,1
944,1,MS,238545.12580,16.90000,0.00581,238545.12580,1
945,1,MS,238404.87154,15.80000,0.00533,238404.87154,1
946,1,MS,238396.77995,16.50000,0.00563,238396.77995,1
947,1,MS,238218.80114,18.30000,0.00648,238218.80114,1
948,1,MS,238264.60351,19.20000,0.00694,238264.60351,1
949,1,MS,238093.68722,19.80000,0.00727,238093.68722,1
950,1,MS,238150.17245,20.10000,0.00744,238150.17245,1
951,1,MS,237976.31225,20.00000,0.00738,237976.31225,1
952,1,MS,237977.31125,17.40000,0.00604,237977.31125,1
953,1,MS,237787.14461,19.20000,0.00694,237787.14461,1
954,1,MS,237797.40748,17.60000,0.00614,237797.40748,1
955,1,MS,237639.15333,17.00000,0.00586,237639.15333,1
956,1,MS,237630.54452,16.60000,0.00568,237630.54452,1
957,1,MS,237492.90501,14.60000,0.00485,237492.90501,1
958,1,MS,237460.91670,14.80000,0.00492,237460.91670,1
959,1,MS,237309.35473,14.30000,0.00473,237309.35473,1
960,1,MS,237234.48515,11.00000,0.00362,237234.48515,1
961,1,MS,237078.29906,10.70000,0.00354,237078.29906,1
962,1,MS,236996.87076,11.40000,0.00375,236996.87076,1
963,1,MS,236834.38190,10.90000,0.00360,236834.38190,1
964,1,MS,236747.69401,11.00000,0.00362,236747.69401,1
965,1,MS,236547.70764,13.00000,0.00426,236547.70764,1
966,1,MS,236535.71377,15.50000,0.00521,236535.71377,1
967,1,MS,236367.12513,17.20000,0.00595,236367.12513,1
968,1,MS,236416.36748,19.30000,0.00700,236416.36748,1
969,1,MS,236224.65492,21.20000,0.00808,236224.65492,1
970,1,MS,236350.03600,22.50000,0.00890,236350.03600,1
971,1,MS,236134.78599,23.80000,0.00980,236134.78599,1
972,1,MS,236338.80906,25.20000,0.01084,236338.80906,1
973,1,MS,236098.78547,25.80000,0.01132,236098.78547,1
974,1,MS,236303.85863,25.50000,0.01108,236303.85863,1
975,1,MS,236046.47605,26.10000,0.01156,236046.47605,1
976,1,MS,236273.72427,25.90000,0.01140,236273.72427,1
977,1,MS,236033.54120,25.10000,0.01077,236033.54120,1
978,1,MS,236177.84203,23.40000,0.00952,236177.84203,1
979,1,MS,236013.73123,19.40000,0.00705,236013.73123,1
980,1,MS,236020.80955,18.00000,0.00633,236020.80955,1
981,1,MS,235862.02666,16.20000,0.00550,235862.02666,1
982,1,MS,235834.91189,15.40000,0.00516,235834.91189,1
983,1,MS,235673.49068,14.80000,0.00492,235673.49068,1
984,1,MS,235661.31687,16.20000,0.00550,235661.31687,1
985,1,MS,235506.34542,15.20000,0.00508,235506.34542,1
986,1,MS,235465.15488,14.20000,0.00469,235465.15488,1
987,1,MS,235301.07274,14.10000,0.00466,235301.07274,1
988,1,MS,235278.43007,15.40000,0.00516,235278.43007,1
989,1,MS,235081.29616,17.70000,0.00618,235081.29616,1
990,1,MS,235169.38211,20.40000,0.00761,235169.38211,1
991,1,MS,234974.08960,21.70000,0.00839,234974.08960,1
992,1,MS,235118.15000,23.20000,0.00938,235118.15000,1
993,1,MS,234888.75338,24.40000,0.01024,234888.75338,1
994,1,MS,235103.71799,25.50000,0.01108,235103.71799,1
995,1,MS,234837.69680,26.90000,0.01223,234837.69680,1
996,1,MS,235124.50228,28.60000,0.01374,235124.50228,1
997,1,MS,234800.74059,29.40000,0.01450,234800.74059,1
998,1,MS,235098.63473,29.50000,0.01459,235098.63473,1
999,1,MS,234745.80727,30.30000,0.01538,234745.80727,1
1000,1,MS,235049.78887,30.20000,0.01528,235049.78887,1
1001,1,MS,234704.18994,29.40000,0.01450,234704.18994,1
1002,1,MS,234958.53987,26.70000,0.01206,234958.53987,1
1003,1,MS,234695.99662,25.60000,0.01116,234695.99662,1
1004,1,MS,234841.10705,23.30000,0.00945,234841.10705,1
1005,1,MS,234623.07214,22.40000,0.00884,234623.07214,1
1006,1,MS,234682.32903,20.30000,0.00755,234682.32903,1
1007,1,MS,234476.02849,20.40000,0.00761,234476.02849,1
1008,1,MS,234460.19341,16.40000,0.00559,234460.19341,1
1009,1,MS,234295.09014,15.30000,0.00512,234295.09014,1
1010,1,MS,234258.54264,14.70000,0.00489,234258.54264,1
1011,1,MS,234075.17663,15.40000,0.00516,234075.17663,1
1012,1,MS,234049.02066,15.30000,0.00512,234049.02066,1
1013,1,MS,233885.29035,14.80000,0.00492,233885.29035,1
1014,1,MS,233859.76283,15.40000,0.00516,233859.76283,1
1015,1,MS,233658.90991,17.30000,0.00599,233658.90991,1
1016,1,MS,233686.94544,18.20000,0.00643,233686.94544,1
1017,1,MS,233495.54499,19.30000,0.00700,233495.54499,1
1018,1,MS,233567.17561,20.40000,0.00761,233567.17561,1
1019,1,MS,233352.39692,21.80000,0.00845,233352.39692,1
1020,1,MS,233473.85160,22.30000,0.00877,233473.85160,1
1021,1,MS,233275.21838,21.40000,0.00820,233275.21838,1
1022,1,MS,233418.47155,23.10000,0.00931,233418.47155,1
1023,1,MS,233202.28746,22.60000,0.00897,233202.28746,1
1024,1,MS,233311.66596,22.10000,0.00864,233311.66596,1
1025,1,MS,233120.93977,20.50000,0.00767,233120.93977,1
1026,1,MS,233165.91979,19.70000,0.00721,233165.91979,1
1027,1,MS,232991.39076,18.10000,0.00638,232991.39076,1
1028,1,MS,232984.11675,16.90000,0.00581,232984.11675,1
1029,1,MS,232819.05231,15.90000,0.00537,232819.05231,1
1030,1,MS,232810.62752,16.60000,0.00568,232810.62752,1
1031,1,MS,232646.97323,15.80000,0.00533,232646.97323,1
1032,1,MS,232613.83970,14.90000,0.00496,232613.83970,1
1033,1,MS,232475.46149,12.50000,0.00409,232475.46149,1
1034,1,MS,232399.69146,11.40000,0.00375,232399.69146,1
1035,1,MS,232241.83591,10.50000,0.00348,232241.83591,1
1036,1,MS,232158.47086,11.50000,0.00378,232158.47086,1
1037,1,MS,231927.19408,14.70000,0.00489,231927.19408,1
1038,1,MS,231953.47012,17.30000,0.00599,231953.47012,1
1039,1,MS,231765.15258,19.60000,0.00716,231765.15258,1
1040,1,MS,231866.62788,21.50000,0.00827,231866.62788,1
1041,1,MS,231653.25515,22.90000,0.00917,231653.25515,1
1042,1,MS,231838.15559,24.50000,0.01031,231838.15559,1
1043,1,MS,231598.23737,25.30000,0.01092,231598.23737,1
1044,1,MS,231832.49465,26.40000,0.01181,231832.49465,1
1045,1,MS,231558.64216,27.40000,0.01266,231558.64216,1
1046,1,MS,231796.73580,26.80000,0.01214,231796.73580,1
1047,1,MS,231522.39408,26.90000,0.01223,231522.39408,1
1048,1,MS,231761.83335,26.50000,0.01189,231761.83335,1
1049,1,MS,231508.23439,25.80000,0.01132,231508.23439,1
1050,1,MS,231660.55481,23.80000,0.00980,231660.55481,1
1051,1,MS,231458.49314,22.20000,0.00871,231458.49314,1
1052,1,MS,231534.10297,21.10000,0.00802,231534.10297,1
1053,1,MS,231353.36909,19.80000,0.00727,231353.36909,1
1054,1,MS,231331.39696,15.90000,0.00537,231331.39696,1
1055,1,MS,231184.48002,14.20000,0.00469,231184.48002,1
1056,1,MS,231196.79455,17.60000,0.00614,231196.79455,1
1057,1,MS,231034.61666,17.10000,0.00590,231034.61666,1
1058,1,MS,231027.10047,16.70000,0.00572,231027.10047,1
1059,1,MS,230874.41180,15.60000,0.00525,230874.41180,1
1060,1,MS,230854.06774,15.70000,0.00529,230854.06774,1
1061,1,MS,230666.40051,17.40000,0.00604,230666.40051,1
1062,1,MS,230726.22545,19.60000,0.00716,230726.22545,1
1063,1,MS,230520.93910,22.00000,0.00858,230520.93910,1
1064,1,MS,230702.14040,24.30000,0.01016,230702.14040,1
1065,1,MS,230475.91045,25.20000,0.01084,230475.91045,1
1066,1,MS,230699.60622,26.50000,0.01189,230699.60622,1
1067,1,MS,230438.47601,27.20000,0.01249,230438.47601,1
1068,1,MS,230694.88571,28.00000,0.01319,230694.88571,1
1069,1,MS,230415.85897,28.00000,0.01319,230415.85897,1
1070,1,MS,230683.13693,28.50000,0.01365,230683.13693,1
1071,1,MS,230399.86733,27.90000,0.01310,230399.86733,1
1072,1,MS,230645.21635,27.20000,0.01249,230645.21635,1
1073,1,MS,230388.39535,26.70000,0.01206,230388.39535,1
1074,1,MS,230566.51859,24.90000,0.01061,230566.51859,1
1075,1,MS,230361.94864,23.30000,0.00945,230361.94864,1
1076,1,MS,230440.21170,21.40000,0.00820,230440.21170,1
1077,1,MS,230262.74371,20.20000,0.00749,230262.74371,1
1078,1,MS,230306.26648,19.70000,0.00721,230306.26648,1
1079,1,MS,230136.87322,19.00000,0.00684,230136.87322,1
1080,1,MS,230170.03346,19.10000,0.00689,230170.03346,1
1081,1,MS,230000.63006,18.80000,0.00673,230000.63006,1
1082,1,MS,230022.79730,18.50000,0.00658,230022.79730,1
1083,1,MS,229858.37956,18.20000,0.00643,229858.37956,1
1084,1,MS,229887.59836,18.80000,0.00673,229887.59836,1
1085,1,MS,229709.72313,19.60000,0.00716,229709.72313,1
1086,1,MS,229799.03771,21.30000,0.00814,229799.03771,1
1087,1,MS,229592.69233,23.10000,0.00931,229592.69233,1
1088,1,MS,229781.32129,25.00000,0.01069,229781.32129,1
1089,1,MS,229545.97422,26.20000,0.01164,229545.97422,1
1090,1,MS,229802.14081,28.40000,0.01356,229802.14081,1
1091,1,MS,229555.94902,26.50000,0.01189,229555.94902,1
1092,1,MS,229774.00279,26.50000,0.01189,229774.00279,1
1093,1,MS,229500.68365,28.50000,0.01365,229500.68365,1
1094,1,MS,229760.54934,31.20000,0.01629,229760.54934,1
1095,1,MS,229397.30532,31.70000,0.01681,229397.30532,1
1096,1,MS,229661.20284,31.40000,0.01650,229661.20284,1
1097,1,MS,229324.43522,30.10000,0.01518,229324.43522,1
1098,1,MS,229563.63853,27.10000,0.01240,229563.63853,1
1099,1,MS,229353.84902,24.30000,0.01016,229353.84902,1
1100,1,MS,229458.73591,22.60000,0.00897,229458.73591,1
1101,1,MS,229279.33893,21.30000,0.00814,229279.33893,1
1102,1,MS,229318.92687,19.70000,0.00721,229318.92687,1
1103,1,MS,229141.62413,19.90000,0.00732,229141.62413,1
1104,1,MS,229140.95037,17.20000,0.00595,229140.95037,1
1105,1,MS,228983.36034,17.10000,0.00590,228983.36034,1
1106,1,MS,228967.34545,15.90000,0.00537,228967.34545,1
1107,1,MS,228832.58085,14.50000,0.00481,228832.58085,1
1108,1,MS,228807.70840,15.10000,0.00504,228807.70840,1
1109,1,MS,228619.27547,18.00000,0.00633,228619.27547,1
1110,1,MS,228677.70436,19.60000,0.00716,228677.70436,1
1111,1,MS,228496.67607,21.30000,0.00814,228496.67607,1
1112,1,MS,228604.38174,22.40000,0.00884,228604.38174,1
1113,1,MS,228419.88376,22.40000,0.00884,228419.88376,1
1114,1,MS,228549.81543,23.40000,0.00952,228549.81543,1
1115,1,MS,228351.32831,23.80000,0.00980,228351.32831,1
1116,1,MS,228547.86844,25.80000,0.01132,228547.86844,1
1117,1,MS,228319.38866,26.40000,0.01181,228319.38866,1
1118,1,MS,228519.76343,26.40000,0.01181,228519.76343,1
1119,1,MS,228285.53307,26.60000,0.01197,228285.53307,1
1120,1,MS,228483.43155,26.20000,0.01164,228483.43155,1
1121,1,MS,228273.22241,25.00000,0.01069,228273.22241,1
1122,1,MS,228373.20797,22.60000,0.00897,228373.20797,1
1123,1,MS,228219.29079,20.10000,0.00744,228219.29079,1
1124,1,MS,228220.21134,17.50000,0.00609,228220.21134,1
1125,1,MS,228083.33073,16.30000,0.00554,228083.33073,1
1126,1,MS,228065.41727,15.60000,0.00525,228065.41727,1
1127,1,MS,227927.22397,15.50000,0.00521,227927.22397,1
1128,1,MS,227983.33599,19.80000,0.00727,227983.33599,1
1129,1,MS,227836.80189,19.60000,0.00716,227836.80189,1
1130,1,MS,227869.30805,19.40000,0.00705,227869.30805,1
1131,1,MS,227722.99059,18.90000,0.00678,227722.99059,1
1132,1,MS,227751.47736,19.00000,0.00684,227751.47736,1
1133,1,MS,227586.84217,20.60000,0.00772,227586.84217,1
1134,1,MS,227692.39744,22.40000,0.00884,227692.39744,1
1135,1,MS,227513.09930,24.10000,0.01002,227513.09930,1
1136,1,MS,227712.90577,26.90000,0.01223,227712.90577,1
1137,1,MS,227486.71933,28.50000,0.01365,227486.71933,1
1138,1,MS,227706.32062,29.90000,0.01498,227706.32062,1
1139,1,MS,227440.03493,30.70000,0.01578,227440.03493,1
1140,1,MS,227645.56084,32.00000,0.01712,227645.56084,1
1141,1,MS,227348.98112,32.20000,0.01733,227348.98112,1
1142,1,MS,227547.47793,32.40000,0.01754,227547.47793,1
1143,1,MS,227248.97652,33.00000,0.01818,227248.97652,1
1144,1,MS,227438.03161,28.20000,0.01338,227438.03161,1
1145,1,MS,227278.67733,24.90000,0.01061,227278.67733,1
1146,1,MS,227420.19177,25.50000,0.01108,227420.19177,1
1147,1,MS,227280.41667,23.90000,0.00987,227280.41667,1
1148,1,MS,227363.15905,23.00000,0.00924,227363.15905,1
1149,1,MS,227235.05408,22.50000,0.00890,227235.05408,1
1150,1,MS,227284.60769,21.10000,0.00802,227284.60769,1
1151,1,MS,227167.79053,21.10000,0.00802,227167.79053,1
1152,1,MS,227186.75059,18.90000,0.00678,227186.75059,1
1153,1,MS,227089.30955,18.20000,0.00643,227089.30955,1
1154,1,MS,227101.97466,18.20000,0.00643,227101.97466,1
1155,1,MS,227011.46831,17.50000,0.00609,227011.46831,1
1156,1,MS,227024.31524,18.20000,0.00643,227024.31524,1
1157,1,MS,226916.25616,20.30000,0.00755,226916.25616,1
1158,1,MS,226995.67066,22.70000,0.00904,226995.67066,1
1159,1,MS,226874.93242,25.30000,0.01092,226874.93242,1
1160,1,MS,227012.53658,27.70000,0.01293,227012.53658,1
1161,1,MS,226865.04039,29.30000,0.01440,226865.04039,1
1162,1,MS,227002.30877,30.60000,0.01568,227002.30877,1
1163,1,MS,226828.40684,31.60000,0.01670,226828.40684,1
1164,1,MS,226949.29439,32.80000,0.01797,226949.29439,1
1165,1,MS,226757.58323,33.50000,0.01872,226757.58323,1
1166,1,MS,226859.08701,33.80000,0.01904,226859.08701,1
1167,1,MS,226668.97410,33.90000,0.01915,226668.97410,1
1168,1,MS,226767.74904,33.80000,0.01904,226767.74904,1
1169,1,MS,226596.83337,33.20000,0.01840,226596.83337,1
1170,1,MS,226715.84412,30.80000,0.01588,226715.84412,1
1171,1,MS,226599.44405,29.50000,0.01459,226599.44405,1
1172,1,MS,226695.59627,27.60000,0.01284,226695.59627,1
1173,1,MS,226622.86875,24.10000,0.01002,226622.86875,1
1174,1,MS,226686.34500,24.80000,0.01054,226686.34500,1
1175,1,MS,226619.05810,23.70000,0.00973,226619.05810,1
1176,1,MS,226604.27052,12.80000,0.00420,226604.27052,1
1177,1,MS,226555.03107,13.40000,0.00440,226555.03107,1
1178,1,MS,226541.17596,12.80000,0.00420,226541.17596,1
1179,1,MS,226501.68474,11.40000,0.00375,226501.68474,1
1180,1,MS,226484.78212,11.90000,0.00390,226484.78212,1
1181,1,MS,226434.15247,13.60000,0.00447,226434.15247,1
1182,1,MS,226426.75391,14.10000,0.00466,226426.75391,1
1183,1,MS,226379.69402,16.10000,0.00546,226379.69402,1
1184,1,MS,226379.99458,16.30000,0.00554,226379.99458,1
1185,1,MS,226337.92599,17.00000,0.00586,226337.92599,1
1186,1,MS,226346.64722,18.40000,0.00653,226346.64722,1
1187,1,MS,226307.63736,17.90000,0.00628,226307.63736,1
1188,1,MS,226315.05123,18.50000,0.00658,226315.05123,1
1189,1,MS,226272.47260,19.40000,0.00705,226272.47260,1
1190,1,MS,226286.26294,19.70000,0.00721,226286.26294,1
1191,1,MS,226248.99143,19.20000,0.00694,226248.99143,1
1192,1,MS,226254.76318,18.40000,0.00653,226254.76318,1
1193,1,MS,226221.72709,17.30000,0.00599,226221.72709,1
1194,1,MS,226222.73736,17.00000,0.00586,226222.73736,1
1195,1,MS,226191.24786,16.50000,0.00563,226191.24786,1
1196,1,MS,226189.33120,15.90000,0.00537,226189.33120,1
1197,1,MS,226160.47120,15.30000,0.00512,226160.47120,1
1198,1,MS,226153.27019,13.50000,0.00444,226153.27019,1
1199,1,MS,226123.71587,14.10000,0.00466,226123.71587,1
